name,ltkbid,category,dilirank,smiles
Diclofenac sodium,LT00084,DILI_positive,vMost-DILI-concern,C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+]
Dicloxacillin sodium,LT02041,DILI_positive,vLess-DILI-concern,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-].[Na+]
Didanosine,LT01285,DILI_positive,vMost-DILI-concern,C1CC(OC1CO)N2C=NC3=C2N=CNC3=O
Diflunisal,LT00085,DILI_positive,vMost-DILI-concern,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O
Diltiazem hydrochloride,LT01292,DILI_positive,vMost-DILI-concern,CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC.Cl
Dimethyl fumarate,LT02877,DILI_positive,vMost-DILI-concern,COC(=O)C=CC(=O)OC
Disopyramide phosphate,LT01302,DILI_positive,vLess-DILI-concern,CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C.OP(=O)(O)O
Disulfiram,LT00295,DILI_positive,vMost-DILI-concern,CCN(CC)C(=S)SSC(=S)N(CC)CC
Divalproex sodium,LT00684,DILI_positive,vMost-DILI-concern,CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+]
Docetaxel,LT01309,DILI_positive,vLess-DILI-concern,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O
Dofetilide,LT01040,DILI_positive,vLess-DILI-concern,CN(CCC1=CC=C(C=C1)NS(=O)(=O)C)CCOC2=CC=C(C=C2)NS(=O)(=O)C
Dolutegravir sodium,LT02905,DILI_positive,vMost-DILI-concern,CC1CCOC2N1C(=O)C3=C(C(=O)C(=CN3C2)C(=O)NCC4=C(C=C(C=C4)F)F)[O-].[Na+]
Donepezil hydrochloride,LT00052,DILI_positive,vLess-DILI-concern,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC.Cl
Doxazosin mesylate,LT01313,DILI_positive,vLess-DILI-concern,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC.CS(=O)(=O)O
Doxepin hydrochloride,LT01314,DILI_positive,vLess-DILI-concern,CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31.Cl
Doxorubicin hydrochloride,LT00335,DILI_positive,vLess-DILI-concern,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl
Doxycycline,LT00393,DILI_positive,vLess-DILI-concern,CC1C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
Dronedarone hydrochloride,LT00671,DILI_positive,vMost-DILI-concern,CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC.Cl
Droxicam,LT01318,DILI_positive,vMost-DILI-concern,CN1C2=C(C3=CC=CC=C3S1(=O)=O)OC(=O)N(C2=O)C4=CC=CC=N4
Duloxetine hydrochloride,LT02035,DILI_positive,vMost-DILI-concern,CNCCC(C1=CC=CS1)OC2=CC=CC3=CC=CC=C32.Cl
Ebrotidine,LT01849,DILI_positive,vMost-DILI-concern,C1=CC(=CC=C1S(=O)(=O)NC=NCCSCC2=CSC(=N2)N=C(N)N)Br
Efavirenz,LT01323,DILI_positive,vMost-DILI-concern,C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F
Eltrombopag olamine,LT00663,DILI_positive,vMost-DILI-concern,CC1=C(C=C(C=C1)N2C(=O)C(=C(N2)C)N=NC3=CC=CC(=C3O)C4=CC(=CC=C4)C(=O)O)C.C(CO)N.C(CO)N
Enalapril maleate,LT00296,DILI_positive,vLess-DILI-concern,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CCCC2C(=O)O.C(=CC(=O)O)C(=O)O
Enoxaparin sodium,LT00954,DILI_positive,vLess-DILI-concern,CC1C(C(OC(C1OC2CC(C(C(C2O)O)OC3C(C(C(C(O3)COS(=O)(=O)O)OC4C(C(C=C(O4)C(=O)[O-])O)O)O)NC(=O)C)C(=O)[O-])CO)OC5C(C(C(OC5C(=O)[O-])OC6C7COC(O7)C(C6O)NS(=O)(=O)[O-])O)O)NC(=O)C.[Na+].[Na+].[Na+].[Na+]
Entacapone,LT01968,DILI_positive,vLess-DILI-concern,CCN(CC)C(=O)C(=CC1=CC(=C(C(=C1)O)O)[N+](=O)[O-])C#N
Eplerenone,LT01149,DILI_positive,vLess-DILI-concern,CC12CCC(=O)C=C1CC(C3C24C(O4)CC5(C3CCC56CCC(=O)O6)C)C(=O)OC
Erlotinib hydrochloride,LT01214,DILI_positive,vMost-DILI-concern,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC.Cl
Erythromycin estolate,LT00092,DILI_positive,vMost-DILI-concern,CCCCCCCCCCCCOS(=O)(=O)O.CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)OC(=O)CC)(C)O)C)C)O)(C)O
Escitalopram oxalate,LT02929,DILI_positive,vLess-DILI-concern,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F.C(=O)(C(=O)O)O
Esomeprazole sodium,LT01589,DILI_positive,vLess-DILI-concern,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C([N-]2)C=CC(=C3)OC.[Na+]
Estradiol valerate,LT00016,DILI_positive,vLess-DILI-concern,CCCCC(=O)OC1CCC2C1(CCC3C2CCC4=C3C=CC(=C4)O)C
Estramustine phosphate sodium,LT01342,DILI_positive,vMost-DILI-concern,CC12CCC3C(C1CCC2OP(=O)([O-])[O-])CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl.[Na+].[Na+]
Eszopiclone,LT01161,DILI_positive,vLess-DILI-concern,CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl
Ethambutol hydrochloride,LT01345,DILI_positive,vMost-DILI-concern,CCC(CO)NCCNC(CC)CO.Cl.Cl
Ethionamide,LT01348,DILI_positive,vLess-DILI-concern,CCC1=NC=CC(=C1)C(=S)N
Etodolac,LT00240,DILI_positive,vMost-DILI-concern,CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O
Etoposide,LT00094,DILI_positive,vLess-DILI-concern,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
Etravirine,LT00653,DILI_positive,vMost-DILI-concern,CC1=CC(=CC(=C1OC2=NC(=NC(=C2Br)N)NC3=CC=C(C=C3)C#N)C)C#N
Everolimus,LT01267,DILI_positive,vLess-DILI-concern,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC
Exemestane,LT00394,DILI_positive,vMost-DILI-concern,CC12CCC3C(C1CCC2=O)CC(=C)C4=CC(=O)C=CC34C
Exifone,LT01359,DILI_positive,vMost-DILI-concern,C1=CC(=C(C(=C1C(=O)C2=CC(=C(C(=C2)O)O)O)O)O)O
Ezetimibe,LT01153,DILI_positive,vLess-DILI-concern,C1=CC(=CC=C1C2C(C(=O)N2C3=CC=C(C=C3)F)CCC(C4=CC=C(C=C4)F)O)O
Falnidamol,LT01870,DILI_positive,vMost-DILI-concern,CN1CCC(CC1)NC2=NC=C3C(=N2)C(=NC=N3)NC4=CC(=C(C=C4)F)Cl
Famotidine,LT00095,DILI_positive,vLess-DILI-concern,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N
Febuxostat,LT00554,DILI_positive,vMost-DILI-concern,CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O
Felbamate,LT00097,DILI_positive,vMost-DILI-concern,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N
Felodipine,LT00397,DILI_positive,vLess-DILI-concern,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C
Fenclozic acid,LT01846,DILI_positive,vMost-DILI-concern,C1=CC(=CC=C1C2=NC(=CS2)CC(=O)O)Cl
Fenofibrate,LT00098,DILI_positive,vLess-DILI-concern,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl
Fenofibric acid,LT00670,DILI_positive,vLess-DILI-concern,CC(C)(C(=O)O)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl
Fenoprofen calcium,LT00099,DILI_positive,vMost-DILI-concern,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)[O-].CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)[O-].O.O.[Ca+2]
Fialuridine,LT01371,DILI_positive,vMost-DILI-concern,C1=C(C(=O)NC(=O)N1C2C(C(C(O2)CO)O)F)I
Fiduxosin,LT00701,DILI_positive,vMost-DILI-concern,COC1=CC=CC2=C1C3CN(CC3CO2)CCCCN4C(=O)C5=C(C6=NC(=CN=C6S5)C7=CC=CC=C7)NC4=O
Finasteride,LT00167,DILI_positive,vLess-DILI-concern,CC12CCC3C(C1CCC2C(=O)NC(C)(C)C)CCC4C3(C=CC(=O)N4)C
Fingolimod hydrochloride,LT02342,DILI_positive,vMost-DILI-concern,CCCCCCCCC1=CC=C(C=C1)CCC(CO)(CO)N.Cl
Fipexide,LT01372,DILI_positive,vMost-DILI-concern,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C(=O)COC4=CC=C(C=C4)Cl
Flavoxate hydrochloride,LT00857,DILI_positive,vLess-DILI-concern,CC1=C(OC2=C(C1=O)C=CC=C2C(=O)OCCN3CCCCC3)C4=CC=CC=C4.Cl
Flecainide acetate,LT01375,DILI_positive,vLess-DILI-concern,CC(=O)O.C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F
Fluconazole,LT00179,DILI_positive,vMost-DILI-concern,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O
Fluorouracil,LT01029,DILI_positive,vLess-DILI-concern,C1=C(C(=O)NC(=O)N1)F
Fluoxetine hydrochloride,LT00018,DILI_positive,vLess-DILI-concern,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F.Cl
Flurazepam hydrochloride,LT01394,DILI_positive,vLess-DILI-concern,CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F.Cl.Cl
Flurbiprofen sodium,LT00298,DILI_positive,vLess-DILI-concern,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)[O-].[Na+]
Flutamide,LT00101,DILI_positive,vMost-DILI-concern,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F
Fluvastatin sodium,LT00172,DILI_positive,vLess-DILI-concern,CC(C)N1C2=CC=CC=C2C(=C1C=CC(CC(CC(=O)[O-])O)O)C3=CC=C(C=C3)F.[Na+]
Fondaparinux sodium,LT01125,DILI_positive,vLess-DILI-concern,COC1C(C(C(C(O1)COS(=O)(=O)[O-])OC2C(C(C(C(O2)C(=O)[O-])OC3C(C(C(C(O3)COS(=O)(=O)[O-])OC4C(C(C(C(O4)C(=O)[O-])OC5C(C(C(C(O5)COS(=O)(=O)[O-])O)O)NS(=O)(=O)[O-])O)O)OS(=O)(=O)[O-])NS(=O)(=O)[O-])O)OS(=O)(=O)[O-])O)NS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]
Fosfomycin tromethamine,LT01398,DILI_positive,vLess-DILI-concern,CC1C(O1)P(=O)(O)O.C(C(CO)(CO)N)O
Fosinopril sodium,LT01399,DILI_positive,vLess-DILI-concern,CCC(=O)OC(C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2CC(CC2C(=O)[O-])C3CCCCC3.[Na+]
Fosphenytoin sodium,LT01400,DILI_positive,vMost-DILI-concern,C1=CC=C(C=C1)C2(C(=O)N(C(=O)N2)COP(=O)([O-])[O-])C3=CC=CC=C3.[Na+].[Na+]
Fospropofol disodium,LT00658,DILI_positive,vLess-DILI-concern,CC(C)C1=C(C(=CC=C1)C(C)C)OCOP(=O)([O-])[O-].[Na+].[Na+]
Gabapentin,LT00300,DILI_positive,vLess-DILI-concern,C1CCC(CC1)(CC(=O)O)CN
Gefitinib,LT00402,DILI_positive,vMost-DILI-concern,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4
Gemcitabine hydrochloride,LT01407,DILI_positive,vMost-DILI-concern,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F.Cl
Gemfibrozil,LT00020,DILI_positive,vMost-DILI-concern,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O
Gemifloxacin mesylate,LT01084,DILI_positive,vLess-DILI-concern,CON=C1CN(CC1CN)C2=C(C=C3C(=O)C(=CN(C3=N2)C4CC4)C(=O)O)F.CS(=O)(=O)O
Givosiran sodium,LT03686,DILI_positive,vLess-DILI-concern,CC1CC(CN1C(=O)CCCCCCCCCCC(=O)NC(COCCC(=O)NCCCNC(=O)CCCCOC2C(C(C(C(O2)CO)O)O)NC(=O)C)(COCCC(=O)NCCCNC(=O)CCCCOC3C(C(C(C(O3)CO)O)O)NC(=O)C)COCCC(=O)NCCCNC(=O)CCCCOC4C(C(C(C(O4)CO)O)O)NC(=O)C)O
Glafenine,LT02092,DILI_positive,vMost-DILI-concern,C1=CC=C(C(=C1)C(=O)OCC(CO)O)NC2=C3C=CC(=CC3=NC=C2)Cl
Glatiramer acetate,LT00985,DILI_positive,vLess-DILI-concern,CC(C(=O)O)N.CC(=O)O.C1=CC(=CC=C1CC(C(=O)O)N)O.C(CCN)CC(C(=O)O)N.C(CC(=O)O)C(C(=O)O)N
Glimepiride,LT00173,DILI_positive,vLess-DILI-concern,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C
Glipizide,LT00243,DILI_positive,vLess-DILI-concern,CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3
Glyburide,LT00302,DILI_positive,vLess-DILI-concern,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3
Griseofulvin,LT00558,DILI_positive,vMost-DILI-concern,CC1CC(=O)C=C(C12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC
Haloperidol decanoate,LT02427,DILI_positive,vLess-DILI-concern,CCCCCCCCCC(=O)OC1(CCN(CC1)CCCC(=O)C2=CC=C(C=C2)F)C3=CC=C(C=C3)Cl
Haloperidol lactate,LT00405,DILI_positive,vLess-DILI-concern,CC(C(=O)O)O.C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F
Heparin sodium,LT01426,DILI_positive,vLess-DILI-concern,CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O.[Na+]
Hydralazine hydrochloride,LT00559,DILI_positive,vLess-DILI-concern,C1=CC=C2C(=C1)C=NN=C2NN.Cl
Hydrochlorothiazide,LT01433,DILI_positive,vLess-DILI-concern,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl
Hydroxychloroquine sulfate,LT02026,DILI_positive,vLess-DILI-concern,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO.OS(=O)(=O)O
Hydroxyurea,LT00106,DILI_positive,vMost-DILI-concern,C(=O)(N)NO
Ibandronate sodium,LT01156,DILI_positive,vLess-DILI-concern,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)[O-].O.[Na+]
Ibrutinib,LT02898,DILI_positive,vMost-DILI-concern,C=CC(=O)N1CCCC(C1)N2C3=NC=NC(=C3C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)N
Ibufenac,LT00560,DILI_positive,vMost-DILI-concern,CC(C)CC1=CC=C(C=C1)CC(=O)O
Ibuprofen,LT00199,DILI_positive,vLess-DILI-concern,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O
Idelalisib,LT03610,DILI_positive,vMost-DILI-concern,CCC(C1=NC2=C(C(=CC=C2)F)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5
Ifosfamide,LT00562,DILI_positive,vLess-DILI-concern,C1CN(P(=O)(OC1)NCCCl)CCCl
Imatinib mesylate,LT00107,DILI_positive,vMost-DILI-concern,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.CS(=O)(=O)O
Imipramine hydrochloride,LT00108,DILI_positive,vLess-DILI-concern,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31.Cl
Inclisiran sodium,LT03691,DILI_positive,vLess-DILI-concern,CC(=O)NC1C(C(C(OC1OCCCCC(=O)NCCCNC(=O)CCOCC(COCCC(=O)NCCCNC(=O)CCCCOC2C(C(C(C(O2)CO)O)O)NC(=O)C)(COCCC(=O)NCCCNC(=O)CCCCOC3C(C(C(C(O3)CO)O)O)NC(=O)C)NC(=O)CCCCCCCCCCC(=O)N4CC(CC4COP(=O)(O)O)O)CO)O)O
Indomethacin,LT00022,DILI_positive,vMost-DILI-concern,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O
Interferon alfa-2b,LT01306,DILI_positive,vMost-DILI-concern,CCCN(CCOC1=C(C=C(C=C1Cl)Cl)Cl)C(=O)N2C=CN=C2.C(S(=O)(=O)[O-])(I)I.[Na+]
Iproniazid,LT00109,DILI_positive,vMost-DILI-concern,CC(C)NNC(=O)C1=CC=NC=C1
Irbesartan,LT01005,DILI_positive,vLess-DILI-concern,CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5
Irinotecan hydrochloride,LT01466,DILI_positive,vLess-DILI-concern,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7.Cl
Isaxonine,LT00696,DILI_positive,vMost-DILI-concern,CC(C)NC1=NC=CC=N1
Isoniazid,LT00306,DILI_positive,vMost-DILI-concern,C1=CN=CC=C1C(=O)NN
Isotretinoin,LT00234,DILI_positive,vMost-DILI-concern,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
Isradipine,LT01475,DILI_positive,vLess-DILI-concern,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC
Itraconazole,LT00182,DILI_positive,vMost-DILI-concern,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl
Ivacaftor,LT02431,DILI_positive,vLess-DILI-concern,CC(C)(C)C1=CC(=C(C=C1NC(=O)C2=CNC3=CC=CC=C3C2=O)O)C(C)(C)C
Ivermectin,LT00568,DILI_positive,vLess-DILI-concern,CCC(C)C1C(CCC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)OC)OC)C)C
Ketamine hydrochloride,LT00859,DILI_positive,vLess-DILI-concern,CNC1(CCCCC1=O)C2=CC=CC=C2Cl.Cl
Ketoconazole,LT00111,DILI_positive,vMost-DILI-concern,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl
Ketoprofen,LT00023,DILI_positive,vLess-DILI-concern,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O
Ketorolac tromethamine,LT00204,DILI_positive,vLess-DILI-concern,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O.C(C(CO)(CO)N)O
Labetalol hydrochloride,LT00112,DILI_positive,vMost-DILI-concern,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O.Cl
Lamivudine,LT00569,DILI_positive,vLess-DILI-concern,C1C(OC(S1)CO)N2C=CC(=NC2=O)N
Lamotrigine,LT01481,DILI_positive,vMost-DILI-concern,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N
Lansoprazole,LT00307,DILI_positive,vLess-DILI-concern,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F
Lapatinib ditosylate,LT02204,DILI_positive,vMost-DILI-concern,CC1=CC=C(C=C1)S(=O)(=O)O.CC1=CC=C(C=C1)S(=O)(=O)O.CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl.O
Leflunomide,LT00113,DILI_positive,vMost-DILI-concern,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F
Lenalidomide,LT01238,DILI_positive,vLess-DILI-concern,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N
Letermovir,LT03701,DILI_positive,vLess-DILI-concern,COC1=C(C=C(C=C1)C(F)(F)F)N2C(C3=C(C(=CC=C3)F)N=C2N4CCN(CC4)C5=CC(=CC=C5)OC)CC(=O)O
Letrozole,LT00572,DILI_positive,vLess-DILI-concern,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3
Leuprolide acetate,LT02019,DILI_positive,vLess-DILI-concern,CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6.CC(=O)O
Levetiracetam,LT01059,DILI_positive,vLess-DILI-concern,CCC(C(=O)N)N1CCCC1=O
Levocetirizine dihydrochloride,LT00600,DILI_positive,vLess-DILI-concern,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl.Cl.Cl
Levofloxacin,LT01488,DILI_positive,vMost-DILI-concern,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
Levothyroxine sodium,LT01072,DILI_positive,vLess-DILI-concern,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)[O-])N.[Na+]
Linagliptin,LT02445,DILI_positive,vLess-DILI-concern,CC#CCN1C2=C(N=C1N3CCCC(C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C
Linezolid,LT01077,DILI_positive,vLess-DILI-concern,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F
Liraglutide,LT01268,DILI_positive,vLess-DILI-concern,CCCCCCCCCCCCCCCC(=O)NC(CCC(=O)NCCCCC(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(C(C)CC)C(=O)NC(C)C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)O)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(CC6=CN=CN6)N)C(=O)O
Lisinopril,LT01492,DILI_positive,vLess-DILI-concern,C1CC(N(C1)C(=O)C(CCCCN)NC(CCC2=CC=CC=C2)C(=O)O)C(=O)O
Lomitapide mesylate,LT02398,DILI_positive,vMost-DILI-concern,CS(=O)(=O)O.C1CN(CCC1NC(=O)C2=CC=CC=C2C3=CC=C(C=C3)C(F)(F)F)CCCCC4(C5=CC=CC=C5C6=CC=CC=C64)C(=O)NCC(F)(F)F
Lomustine,LT00575,DILI_positive,vLess-DILI-concern,C1CCC(CC1)NC(=O)N(CCCl)N=O
Loracarbef,LT01497,DILI_positive,vLess-DILI-concern,C1CC(=C(N2C1C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl
Lorazepam,LT00181,DILI_positive,vLess-DILI-concern,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl
Losartan potassium,LT01499,DILI_positive,vLess-DILI-concern,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NN=N[N-]4)CO)Cl.[K+]
Lovastatin,LT00576,DILI_positive,vLess-DILI-concern,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C
Lumiracoxib,LT00686,DILI_positive,vMost-DILI-concern,CC1=CC(=C(C=C1)NC2=C(C=CC=C2Cl)F)CC(=O)O
Macitentan,LT02451,DILI_positive,vMost-DILI-concern,CCCNS(=O)(=O)NC1=C(C(=NC=N1)OCCOC2=NC=C(C=N2)Br)C3=CC=C(C=C3)Br
Maraviroc,LT00640,DILI_positive,vMost-DILI-concern,CC1=NN=C(N1C2CC3CCC(C2)N3CCC(C4=CC=CC=C4)NC(=O)C5CCC(CC5)(F)F)C(C)C
Mebanazine,LT01508,DILI_positive,vMost-DILI-concern,CC(C1=CC=CC=C1)NN
Mebendazole,LT00308,DILI_positive,vLess-DILI-concern,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3
Mefenamic acid,LT00116,DILI_positive,vMost-DILI-concern,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C
Mefloquine hydrochloride,LT01514,DILI_positive,vLess-DILI-concern,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O.Cl
Meloxicam,LT00117,DILI_positive,vLess-DILI-concern,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O
